Wavelength Dark Reference Sample Absorbance
4.40804e+02 -5.41667e-01 4.87732e+03 4.85017e+03 2.42427e-03
4.41585e+02 6.80556e-01 5.24143e+03 5.19672e+03 3.72082e-03
4.42366e+02 -7.63889e-01 5.47210e+03 5.44806e+03 1.91201e-03
4.43146e+02 -1.31944e+00 5.62954e+03 5.59594e+03 2.59903e-03
4.43927e+02 -2.08333e-01 5.76888e+03 5.72483e+03 3.32816e-03
4.44707e+02 -7.63889e-01 5.65921e+03 5.62350e+03 2.74861e-03
4.45488e+02 7.91667e-01 5.42288e+03 5.39383e+03 2.33241e-03
4.46268e+02 -1.43056e+00 5.14432e+03 5.11383e+03 2.58064e-03
4.47048e+02 -1.31944e+00 4.88521e+03 4.87083e+03 1.27947e-03
4.47828e+02 1.38889e-02 4.63810e+03 4.60850e+03 2.78026e-03
4.48609e+02 2.36111e-01 4.46121e+03 4.43450e+03 2.60798e-03
4.49389e+02 -7.63889e-01 4.35476e+03 4.33428e+03 2.04751e-03
4.50169e+02 -4.30556e-01 4.22888e+03 4.20572e+03 2.38402e-03
4.50948e+02 1.25000e-01 4.11688e+03 4.09906e+03 1.88393e-03
4.51728e+02 -4.30556e-01 4.02099e+03 4.00839e+03 1.36258e-03
4.52508e+02 2.36111e-01 3.96521e+03 3.94028e+03 2.73933e-03
4.53288e+02 -1.09722e+00 3.89576e+03 3.87694e+03 2.10246e-03
4.54067e+02 1.38889e-02 3.85243e+03 3.83250e+03 2.25266e-03
4.54847e+02 -2.65278e+00 3.86054e+03 3.84394e+03 1.86985e-03
4.55626e+02 1.38889e-02 3.89188e+03 3.87250e+03 2.16746e-03
4.56406e+02 -1.20833e+00 3.96188e+03 3.93828e+03 2.59363e-03
4.57185e+02 -3.19444e-01 4.03954e+03 4.03061e+03 9.61118e-04
4.57964e+02 -3.19444e-01 4.14421e+03 4.12339e+03 2.18711e-03
4.58743e+02 -8.75000e-01 4.20321e+03 4.19050e+03 1.31480e-03
4.59522e+02 9.02778e-01 4.24854e+03 4.22517e+03 2.39655e-03
4.60301e+02 -6.52778e-01 4.23921e+03 4.22806e+03 1.14390e-03
4.61080e+02 -2.08333e-01 4.17965e+03 4.18294e+03 -3.41875e-04
4.61859e+02 1.25000e-01 4.10643e+03 4.07039e+03 3.82870e-03
4.62638e+02 -9.72222e-02 4.00488e+03 3.97261e+03 3.51283e-03
4.63417e+02 3.47222e-01 3.90854e+03 3.88739e+03 2.35697e-03
4.64195e+02 1.38889e-02 3.81599e+03 3.81350e+03 2.83036e-04
4.64974e+02 -3.19444e-01 3.77154e+03 3.75194e+03 2.26232e-03
4.65752e+02 -4.30556e-01 3.70265e+03 3.67461e+03 3.30122e-03
