Wavelength Dark Reference Sample Absorbance
4.46268e+02 1.72422e+03 3.81656e+03 2.23819e+03 -2.66432e-02
4.47048e+02 1.72500e+03 3.70378e+03 2.09108e+03 -2.37065e-02
4.47828e+02 1.72211e+03 3.56800e+03 1.94519e+03 -1.77879e-02
4.48609e+02 1.72522e+03 3.48100e+03 1.85242e+03 -1.95048e-02
4.49389e+02 1.72078e+03 3.42511e+03 1.79819e+03 -2.46381e-02
4.50169e+02 1.72189e+03 3.37222e+03 1.74786e+03 -1.89333e-02
4.50948e+02 1.72178e+03 3.31811e+03 1.67642e+03 -2.04520e-02
4.51728e+02 1.72489e+03 3.27978e+03 1.63475e+03 -1.89010e-02
4.52508e+02 1.72378e+03 3.23789e+03 1.59453e+03 -1.56435e-02
4.53288e+02 1.72389e+03 3.20033e+03 1.55775e+03 -1.52009e-02
4.54067e+02 1.72278e+03 3.18411e+03 1.52531e+03 -1.95551e-02
4.54847e+02 1.72211e+03 3.17011e+03 1.51831e+03 -7.71647e-03
4.55626e+02 1.72500e+03 3.18356e+03 1.53508e+03 -1.90609e-02
4.56406e+02 1.72211e+03 3.20211e+03 1.55219e+03 -1.94290e-02
4.57185e+02 1.72433e+03 3.23544e+03 1.59042e+03 -2.11265e-02
4.57964e+02 1.72333e+03 3.27711e+03 1.63875e+03 -1.66315e-02
4.58743e+02 1.72456e+03 3.31267e+03 1.66831e+03 -1.45431e-02
4.59522e+02 1.72333e+03 3.32333e+03 1.69442e+03 -2.48819e-02
4.60301e+02 1.72700e+03 3.34144e+03 1.71464e+03 -2.93473e-02
4.61080e+02 1.72489e+03 3.31789e+03 1.68908e+03 -2.43979e-02
4.61859e+02 1.72367e+03 3.29033e+03 1.65053e+03 -1.86527e-02
4.62638e+02 1.71944e+03 3.23589e+03 1.60708e+03 -1.92706e-02
4.63417e+02 1.72156e+03 3.20444e+03 1.56764e+03 -1.50400e-02
4.64195e+02 1.72633e+03 3.17022e+03 1.53753e+03 -1.56065e-02
4.64974e+02 1.72400e+03 3.14311e+03 1.50319e+03 -1.58728e-02
4.65752e+02 1.72433e+03 3.12378e+03 1.49019e+03 -2.43225e-02
4.66531e+02 1.72489e+03 3.09589e+03 1.46086e+03 -1.90634e-02
4.67309e+02 1.72033e+03 3.06222e+03 1.42342e+03 -2.07031e-02
4.68087e+02 1.72289e+03 3.05644e+03 1.40442e+03 -2.72737e-02
